GivenName,Surname,StreetAddress,City,ZipCode,CCType,CCNumber,CVV2,CCExpires,Birthday
Duci,Erdei,Wesselényi u. 84.,Und,9464,MasterCard,5363966042828295,933,11/2016,9/21/1960
Irenke,Erôss,Agip u. 25.,Kastélyosdombó,7977,Visa,4929624489000452,443,6/2018,2/9/1930
Szervác,Sós,Wesselényi u. 88.,Pásztori,9311,Visa,4916493083976938,867,1/2018,12/9/1931
Titusz,Erdey,Wesselényi u. 78.,Egyed,9314,Visa,4532380771925448,867,8/2018,3/11/1944
Dóra,Pusztay,Erzsébet tér 39.,Tarnaszadány,3283,Visa,4532362327249549,931,4/2019,9/10/1939
Uzor,Kathona,Izabella u. 95.,Bakonynána,8422,Visa,4539866488943610,193,6/2016,3/8/1943
Vilmos,Szarka,Agip u. 44.,Szentdénes,7913,Visa,4929929951629658,569,11/2018,7/28/1957
Erik,Demeter,Kis Diófa u. 48.,Körmend,9900,Visa,4716695947014878,772,4/2017,5/10/1973
Szescx,Pethe,Baross tér 79.,Balajt,3780,Visa,4716112904130879,133,2/2018,5/7/1943
Ildiko,Szôllôssy,Tas vezér u. 8.,Zomba,7173,MasterCard,5171008159615082,397,1/2016,5/14/1957
Annamária,Sárközy,Izabella u. 49.,Ajka,8400,MasterCard,5524383719036465,684,8/2017,5/27/1964
Jozsef,Havas,Csavargyár u. 77.,Tormafölde,8876,Visa,4929778852042184,421,7/2019,12/30/1961
Liza,Szabó,Király u. 23.,Páhi,6075,MasterCard,5221245183856049,913,8/2016,3/4/1963
Katakin,Angyal,Kossuth Lajos u. 18.,Mecseknádasd,7695,Visa,4556783654018069,550,1/2018,12/2/1941
Edina,Szüts,Dayka Gábor u. 94.,Kiskunmajsa,6137,MasterCard,5237165354491396,261,10/2016,1/28/1940
Izabella,Szakály,Hegyalja út 7.,Debrecen,4029,Visa,4532909493897913,030,11/2018,9/18/1974
Sólyom,Pataki,Baross tér 5.,Serényfalva,3729,MasterCard,5212779600227112,978,9/2019,5/8/1974
Aliz,Lévay,Wesselényi u. 37.,Hegyeshalom,9222,MasterCard,5560393611866252,430,11/2016,4/20/1951
Odön,Pusztai,Rákóczi út 48.,Balatonfüred,8230,MasterCard,5477716845754823,412,3/2019,1/7/1932
Dorka,Sós,Baross tér 49.,Szuhakálló,3731,Visa,4916927616753611,091,1/2018,1/19/1992
Denes,Szüts,Kálmán Imre u. 64.,Esztergályhorváti,8742,Visa,4556843255472691,626,11/2015,11/25/1941
Kat,Szép,Agip u. 22.,Szörény,7976,MasterCard,5425501652864367,613,11/2019,9/6/1932
Alexandra,Györffy,Nagytétényi út 30.,Felgyô,6645,Visa,4539913962111577,681,6/2017,1/25/1967
Szemere,Szöllôsy,Síp utca 53.,Vácduka,2167,Visa,4485178863590584,520,5/2016,5/30/1994
Marcsa,Szigeti,Veres Pálné u. 46.,Békéscsaba,5623,Visa,4916691283794700,396,3/2017,9/27/1967
Barnabás,Halász,Bécsi utca 59.,Rábaszentmihály,9135,MasterCard,5170062911130816,384,8/2018,7/30/1980
Levente,Vince,Apáczai Csere János u. 44.,Piliny,3134,Visa,4929334209508327,195,9/2019,6/4/1991
Sólyom,Jakab,Tas vezér u. 31.,Nagyszokoly,7097,MasterCard,5441128316228852,815,11/2016,1/29/1962
Kat,Pálfi,Erzsébet tér 15.,Egercsehi,3341,MasterCard,5132194538067456,880,10/2015,12/4/1931
Hanna,Borsos,Kossuth Lajos u. 4.,Bicsérd,7671,MasterCard,5289492747087070,361,10/2019,12/19/1934
Sandor,Berecz,Kossuth Lajos u. 59.,Hird,7693,MasterCard,5400914886499885,404,3/2017,1/25/1934
Sandor,Katona,Izabella u. 22.,Karmacs,8354,Visa,4929998607866923,375,2/2015,11/27/1961
Zsuzsanna,Lovász,Victor Hugo u. 41.,Gérce,9672,MasterCard,5397677714447807,277,12/2017,12/7/1949
Eszti,Benkö,Wesselényi u. 91.,Kisbodak,9234,MasterCard,5544481729984108,634,5/2016,9/17/1986
Dorka,Györfi,Izabella u. 72.,Csehbánya,8445,Visa,4916496625323808,947,11/2015,11/18/1950
Oszlár,Gyôrffy,Nagytétényi út 44.,Szeged,6728,Visa,4716718591891696,847,8/2015,12/23/1936
Orzsebet,Bogdán,Kálmán Imre u. 4.,Somogysímonyi,8737,Visa,4532042719515919,955,6/2018,9/5/1943
Etel,Barta,Hegyalja út 68.,Felsôberecki,3985,MasterCard,5414970105959863,816,12/2017,10/8/1930
Juliska,Mauer,Eötvös út 3.,Patosfa,7536,MasterCard,5114790535890519,827,10/2015,12/21/1947
Gisella,Sipos,Wesselényi u. 36.,Pásztori,9311,MasterCard,5264029247977779,844,8/2017,7/29/1947
Sasa,Bagy,Dayka Gábor u. 44.,Állampuszta,6327,MasterCard,5459225213376229,153,5/2016,3/26/1961
Olivér,Saári,Kálmán Imre u. 69.,Kerecseny,8745,Visa,4532742143459473,408,9/2015,4/15/1933
Sebo,Béres,Nyár utca 84.,Gyôr,9010,MasterCard,5247693579248281,679,8/2019,7/12/1960
Jucika,Turi,Apáczai Csere János u. 21.,Felsôtold,3067,Visa,4532461513359086,498,8/2017,4/21/1936
Gara,Magyar,Dayka Gábor u. 3.,Szentes,6613,Visa,4532068642314575,127,1/2018,2/23/1947
Pista,Szakál,Baross tér 70.,Égerszög,3757,MasterCard,5299754475973120,707,8/2015,11/22/1959
Panna,Turi,Kárpát u. 32.,Bakonyszücs,8572,MasterCard,5508705614559995,004,2/2017,9/1/1930
Viktoria,Szôlösi,Nyár utca 55.,Bak,8945,MasterCard,5298657048721440,055,5/2017,10/5/1972
Erika,Majoros,Munkácsy Mihály út 6.,Kôröstetétlen,2745,MasterCard,5127951742730568,964,5/2019,9/7/1988
Petra,Virágh,Csabai kapu 47.,Budapest,1087,MasterCard,5171592606739843,572,1/2017,4/6/1982
Dóra,Kaszás,Bécsi utca 1.,Lébény,9155,Visa,4539020712365998,719,1/2019,3/29/1974
Mátyás,Szepes,Victor Hugo u. 84.,Vinár,9534,Visa,4539583049211664,505,1/2015,10/5/1979
Jucika,Maier,Erzsébet tér 70.,Tarnaörs,3294,MasterCard,5500285603605156,771,10/2015,8/1/1965
Neci,Csizmazia,Nagytétényi út 3.,Földeák,6922,Visa,4532616465650648,911,4/2019,7/24/1980
Márk,Kontz,Árpád fejedelem útja 87.,Szár,2066,MasterCard,5550591346681365,992,8/2016,4/8/1950
Lehel,Szekeres,Veres Pálné u. 19.,Tiszaföldvár,5430,Visa,4532137485388168,825,11/2017,1/31/1980
Tas,Sallay,Izabella u. 25.,Megyer,8348,Visa,4485427401040622,563,11/2018,7/10/1953
Dalma,Kárpáthy,Izabella u. 63.,Sikátor,8439,Visa,4539489744970002,104,6/2019,5/31/1942
Marcell,Madarász,Baross tér 34.,Perecse,3821,MasterCard,5202668183741395,764,11/2015,6/18/1969
Vitéz,Lukács,Csavargyár u. 41.,Nagykapornak,8935,MasterCard,5221589002750655,971,2/2018,10/4/1974
Kristof,Danko,Bécsi utca 76.,Kunsziget,9184,Visa,4929128603371252,427,3/2017,7/5/1985
Izabella,Hofman,Munkácsy Mihály út 50.,Súr,2889,Visa,4716972494143008,453,10/2015,9/19/1985
Tas,Bakos,Erzsébet tér 63.,Dormánd,3374,Visa,4916606058948018,977,8/2019,11/26/1972
Tímea,Végh,Munkácsy Mihály út 97.,Mátravidéki erômû,3022,Visa,4556379856177132,999,7/2017,5/3/1951
Regx,Pálffy,Eötvös út 50.,Várda,7442,Visa,4485096977940216,483,1/2018,12/13/1991
Bodor,Szepessy,Nyár utca 26.,Pórszombat,8986,Visa,4916545285573357,104,7/2019,9/18/1974
Mór,Gyenis,Árpád fejedelem útja 1.,Budapest,1183,MasterCard,5567173456443604,349,11/2019,10/6/1933
Ferike,Tolnai,Baross tér 5.,Borsodszirák,3796,Visa,4556297259912550,735,2/2015,12/2/1961
Lorant,Takách,Hegyalja út 24.,Pallagpuszta,4014,Visa,4532680326386818,694,7/2017,2/5/1979
Marika,Erdélyi,Piroska u. 85.,Ivándárda,7782,MasterCard,5386454978588079,383,12/2017,7/22/1948
Kadosa,Petô,Király u. 8.,Dombegyház,5836,Visa,4556940964374745,784,7/2019,10/23/1972
Odon,Kuncz,Tas vezér u. 38.,Pusztahencse,7038,MasterCard,5336546263051787,748,5/2019,4/13/1985
Zsofika,Hajdu,Csabai kapu 77.,Budapest,1076,Visa,4929163644644706,935,11/2019,7/28/1953
Alberta,Horvát,Tas vezér u. 49.,Báta,7149,MasterCard,5269968001465411,550,9/2015,11/18/1936
Erzebet,Szigeti,Erzsébet krt. 26.,Iváncsa,2454,MasterCard,5145721236732612,421,12/2016,11/26/1980
Janka,Szölôsi,Budaörsi út 36.,Tiszanagyfalu,4463,MasterCard,5273389130220367,424,4/2018,8/6/1967
Zaránd,Pálffi,Nyár utca 9.,Teskánd,8991,Visa,4532051847221977,398,9/2016,7/19/1983
Roza,Barabás,Nánási út 23.,Szegerdô,8711,MasterCard,5410113495507919,964,6/2015,4/4/1957
Kemenes,Kuntz,Csavargyár u. 77.,Porrogszentpál,8858,Visa,4929203803131036,949,10/2019,7/24/1980
Zorán,Kárpáti,Teréz krt. 69.,Nagydobsza,7985,Visa,4916079105819790,763,3/2019,2/25/1981
Czigany,Polyák,Csavargyár u. 17.,Dobri,8874,MasterCard,5275791709865753,173,1/2017,6/22/1980
Szescõ,Révész,Kárpát u. 76.,Nyim,8612,MasterCard,5592753902961314,074,8/2017,6/18/1987
Istvan,Papp,Eötvös út 17.,Babócsa,7584,Visa,4929741807624845,993,3/2017,7/9/1970
Piroska,Váradi,Dayka Gábor u. 13.,Jánoshalma,6440,MasterCard,5299574575719995,628,7/2019,6/7/1953
Domonkos,Kállay,Tas vezér u. 90.,Magyarkeszi,7098,MasterCard,5518838958683846,623,10/2017,9/7/1946
Melinda,Bagy,Dózsa György út 36.,Tiszalúc,3565,Visa,4916306230449130,838,4/2018,7/30/1938
Marton,Vigh,Bem rakpart 85.,Szamoskér,4721,MasterCard,5448005739481545,070,9/2018,2/11/1937
Aurelia,Fehér,Nyár utca 54.,Keménfa,8995,MasterCard,5470085208045451,296,3/2019,8/24/1937
Enikõ,Csontos,Dózsa György út 86.,Mezônagymihály,3443,Visa,4539413332265989,397,6/2019,2/10/1980
Alisz,Szatmári,Belgrád rkp. 99.,Gyöngyösfalu,9723,MasterCard,5128136228838650,958,8/2016,8/6/1939
Nancsi,Timár,Agip u. 43.,Kórós,7841,MasterCard,5305917096078759,946,12/2017,5/20/1987
Mónika,Kádár,Nagytétényi út 30.,Sárhatvan,7019,MasterCard,5366938027686417,698,5/2018,8/23/1954
Ferike,Petheô,Apor Péter u. 20.,Abádszalók,5241,MasterCard,5400857685469957,838,3/2019,8/24/1947
Veronika,Forgács,Árpád fejedelem útja 80.,Budapest,1165,Visa,4485814320277817,795,8/2018,11/26/1989
Kapolcs,Lovász,Kossuth Lajos u. 37.,Nagykozár,7741,Visa,4916453619889880,285,7/2016,3/18/1936
Berta,Meyer,Hegedûs Gyula utca 73.,Romhány,2655,Visa,4556752335714941,042,6/2015,11/10/1934
Edina,Szánthó,Budaörsi út 5.,Nyíregyháza,4432,Visa,4539180137361509,300,8/2018,1/16/1974
Brigitta,Major,Csavargyár u. 75.,Misefa,8935,Visa,4556475534973304,742,5/2015,7/6/1948
Milán,Gergely,Dózsa György út 81.,Sály,3425,MasterCard,5169430284820672,855,9/2017,9/5/1939
Adony,Fenyvessy,Nagytétényi út 41.,Bokros,6648,MasterCard,5207857109752629,523,7/2016,1/1/1967
Bodi,Nemes,Síp utca 10.,Tinnye,2086,MasterCard,5424086779252986,034,8/2016,3/31/1939
Zsofika,Gyenes,Apor Péter u. 32.,Tiszatenyô,5082,Visa,4716007893035495,806,5/2018,5/14/1965
Liza,Benczik,Budaörsi út 32.,Döge,4495,MasterCard,5472910903514857,125,10/2017,12/17/1957
Barna,Kárpáty,Victor Hugo u. 36.,Nagylózs,9482,Visa,4556188966846324,347,1/2017,3/24/1939
Vencel,Salamon,Dayka Gábor u. 18.,Császártöltés,6239,Visa,4929156362563322,886,10/2016,9/22/1948
Bela,Tury,Apor Péter u. 93.,Kömörô,4943,Visa,4539720180460235,200,7/2015,10/10/1962
Hajnalka,Pásztor,Erzsébet krt. 19.,Ercsi,2451,MasterCard,5218686203869121,369,11/2015,1/10/1960
Elizabet,Göröncsér,Kárpát u. 99.,Várkeszô,8523,MasterCard,5194585765738450,361,2/2015,10/8/1962
Kíra,Herrmann,Tompa u. 44.,Aradványpuszta,4253,MasterCard,5360371754663266,044,3/2018,1/24/1967
Karsa,Lukács,Teréz krt. 49.,Tabajd,8088,MasterCard,5171371426227861,659,12/2019,6/9/1993
Vidor,Györfi,Szent Gellért tér 15.,Mályinka,3645,MasterCard,5480926320152667,794,7/2018,5/18/1978
Marcsa,Király,Tas vezér u. 54.,Koppányszántó,7094,MasterCard,5344384803828807,506,9/2016,2/26/1975
Albert,Erdei,Csavargyár u. 89.,Kemendollár,8931,Visa,4556070888799197,026,3/2016,8/26/1970
Marika,Ács,Dayka Gábor u. 91.,Szentes,6611,MasterCard,5114670492741519,739,3/2018,11/24/1935
Moricz,Tot,Kálmán Imre u. 79.,Zalakaros,8749,Visa,4556688528093448,324,5/2017,4/2/1940
Szescõ,Pintér,Belgrád rkp. 94.,Csepreg,9735,MasterCard,5224772696553315,444,6/2018,1/26/1934
Vázsony,Bence,Apor Péter u. 75.,Újerdô,5100,MasterCard,5585960652121820,828,5/2016,5/22/1935
Nikoletta,Rátz,Szilágyi Erzsébet fasor 93.,Nak,7215,Visa,4716779540891633,204,4/2015,8/18/1991
Áron,Salai,Kálmán Imre u. 32.,Orosztony,8744,Visa,4929297444895066,708,5/2016,10/28/1957
Lukacs,Smidt,Dózsa György út 88.,Szirma,3521,Visa,4916194219719008,041,3/2015,10/27/1993
Renáta,Oláh,Tas vezér u. 44.,Tengelic,7055,Visa,4539678187368423,553,8/2016,4/18/1929
Mátyás,Hegedûs,Szent Gellért tér 13.,Borsodszentgyörgy,3623,Visa,4539621136795841,747,11/2016,9/1/1969
Szalók,Torma,Kálmán Imre u. 23.,Mikosdpuszta,8791,MasterCard,5152237500365211,003,7/2019,12/12/1971
Domonkos,Forgács,Nagytétényi út 92.,Szegvár,6635,MasterCard,5572078082393987,512,12/2019,9/19/1969
Zerind,Ujvári,Hegedûs Gyula utca 2.,Süttô,2543,Visa,4532485798426732,524,4/2017,12/12/1989
Olivér,Csonka,Bem rakpart 70.,Magy,4556,Visa,4916681376842631,305,8/2015,9/19/1969
Lél,Komáromy,Árpád fejedelem útja 45.,Mány,2065,Visa,4916415943878608,704,1/2019,2/2/1942
Darda,Müller,Síp utca 61.,Galgyhévíz,2193,Visa,4485821708875203,284,11/2019,1/12/1993
Kevin,Bodor,Apáczai Csere János u. 12.,Szalmatercs,3163,MasterCard,5548829471107763,737,8/2016,2/26/1976
Denes,Elek,Szent Gellért tér 62.,Köröm,3577,Visa,4539473655579754,799,4/2016,10/22/1937
Pázmán,Szôlôssy,Budaörsi út 41.,Nyírderzs,4332,MasterCard,5474486970496672,620,7/2017,3/26/1968
Mozes,Hegyi,Árpád fejedelem útja 45.,Budapest,1149,MasterCard,5220221873987452,544,10/2019,1/2/1966
Agoti,Gyôri,Kis Diófa u. 40.,Nádasd,9915,Visa,4485167392719483,055,12/2017,5/2/1929
Marianna,Smid,Hegedûs Gyula utca 30.,Kosd,2612,Visa,4556681209000436,564,4/2016,3/1/1994
Natália,Vég,Szilágyi Erzsébet fasor 46.,Kaposhomok,7261,Visa,4532469146237165,872,5/2018,6/1/1948
Tamara,Veress,Tompa u. 18.,Hajdúsámson,4251,MasterCard,5325926948976942,778,2/2018,2/21/1931
Orkény,Csordás,Apor Péter u. 17.,Jásztelek,5141,Visa,4716734858952410,102,3/2019,4/13/1970
Julcsa,Schmidt,Király u. 4.,Kunszállás,6115,MasterCard,5190205165923511,963,12/2017,5/29/1958
Hajna,Borsos,Hegedûs Gyula utca 96.,Iliny,2675,Visa,4539624774267644,704,1/2018,8/21/1940
Atilla,Szalay,Baross tér 10.,Sajókápolna,3773,Visa,4485436280900160,834,4/2018,8/15/1990
Angyalka,Vas,Nyár utca 91.,Szentgyörgyvölgy,8975,MasterCard,5421483888928460,151,1/2018,10/26/1933
Edina,Szölôsy,Munkácsy Mihály út 59.,Lôrinci,3024,MasterCard,5546973519835308,371,12/2019,8/27/1971
Mária,Faragó,Csabai kapu 35.,Budapest,1092,MasterCard,5375072789613051,147,10/2017,2/11/1995
Belle,Márkus,Dayka Gábor u. 89.,Bócsa,6235,Visa,4929493550456054,258,9/2016,10/3/1983
Gazsi,Pusztai,Bécsi utca 19.,Mecsér,9176,MasterCard,5164152982413395,260,11/2017,4/11/1953
Luca,Szepesy,Agip u. 89.,Somogyhatvan,7921,Visa,4716139992117120,490,7/2016,7/21/1994
Soma,Majer,Kárpát u. 46.,Bakonyszentiván,8557,MasterCard,5519283979314643,893,5/2018,10/21/1931
Kornél,Szôlôssi,Apor Péter u. 28.,Berekfürdôtelep,5309,MasterCard,5277057214354925,311,1/2018,6/3/1935
Bella,Baranyi,Bem rkp. 1.,Olaszliszka,3933,Visa,4539540904277792,873,4/2016,7/6/1989
Uzor,Szép,Nagytétényi út 42.,Kistelek,6760,MasterCard,5524214142409906,356,12/2018,1/7/1964
Adelbert,Ambrus,Bem rakpart 26.,Záhony,4625,Visa,4929974267641492,016,8/2015,2/22/1995
Kíra,Gyenes,Veres Pálné u. 17.,Nagyiván,5363,Visa,4556790955191289,151,1/2019,2/17/1929
Tabor,Gáspár,Kárpát u. 6.,Kéttornyúlak,8591,Visa,4556433993706830,312,10/2016,10/28/1941
Zajzon,Benczik,Teréz krt. 95.,Tótszentgyörgy,7981,MasterCard,5108996169514568,615,12/2019,11/28/1992
Hajna,Tarr,Veres Pálné u. 38.,Békésszentandrás,5561,MasterCard,5134376129352284,512,10/2018,5/25/1992
Renáta,Imre,Erzsébet tér 70.,Felnémet,3304,MasterCard,5585903608318637,265,4/2016,7/14/1953
Marót,Gera,Budaörsi út 83.,Tiszadada,4455,Visa,4539529429787849,750,12/2016,5/3/1944
Orzsebet,Szûts,Dózsa György út 35.,Mezôkeresztes,3442,MasterCard,5542068207129710,178,8/2018,6/16/1928
Henrietta,Dudás,Budaörsi út 92.,Nyíribrony,4535,MasterCard,5329982660145543,425,3/2019,11/22/1941
Orkény,Jósa,Bem rkp. 21.,Erdôhorváti,3935,MasterCard,5206245754639542,493,6/2016,2/3/1934
Atilla,Torma,Belgrád rkp. 62.,Gersekarát,9813,MasterCard,5152548310483691,882,5/2016,2/5/1940
Hajna,Vargha,Budaörsi út 33.,Nyírkáta,4333,Visa,4556136783453436,005,9/2015,8/28/1934
Vanessza,Pete,Teréz krt. 48.,Vértesboglár,8085,MasterCard,5162249633032962,350,6/2018,3/26/1948
Tas,Hermann,Tompa u. 74.,Álmosd,4285,Visa,4929309203634048,091,5/2018,6/18/1940
Keled,Szôlôsi,Szent Gellért tér 15.,Jákfalva,3721,MasterCard,5307103291659747,946,4/2017,2/11/1939
Poldi,Bernát,Nánási út 54.,Pusztaberény,8693,MasterCard,5417675760024898,469,2/2016,1/13/1958
Elek,Kultsár,Wesselényi u. 66.,Rábacsanak,9313,Visa,4716348463661454,803,5/2018,7/31/1963
Boriska,Szalay,Nagytétényi út 70.,Szeged,6710,Visa,4532930783422832,608,6/2018,1/14/1951
Ema,Donko,Tompa u. 46.,Darvas,4144,MasterCard,5171919364035520,139,10/2016,11/27/1953
Mooreoorish,Sinka,Piroska u. 67.,Monyoród,7751,Visa,4485061441494042,410,10/2017,8/15/1943
Fulop,Györffi,Nánási út 71.,Iharosberény,8725,Visa,4929920751811851,892,9/2018,10/5/1963
Megyer,Kardos,Piroska u. 3.,Vejti,7838,MasterCard,5387482626890901,253,4/2016,12/4/1961
Lenci,Hajdu,Apáczai Csere János u. 19.,Márkháza,3075,MasterCard,5520682950859657,543,2/2019,12/11/1959
Vanda,Sultisz,Dayka Gábor u. 5.,Hóduna,6525,Visa,4916332744788987,455,12/2015,7/30/1962
Mihály,Berényi,Kálmán Imre u. 74.,Csákány,8735,Visa,4485076243159551,980,9/2019,12/20/1984
Karole,Szakál,Nyár utca 93.,Iklódbördôce,8958,Visa,4532090945935229,781,10/2018,1/14/1952
Keled,Ferenczi,Budaörsi út 98.,Kálmánháza,4434,Visa,4916087510174149,276,9/2018,4/1/1995
Csenge,Lendvay,Kálmán Imre u. 79.,Egeraracsa,8765,MasterCard,5247011495856444,700,11/2015,3/25/1951
Oguz,Szánthó,Victor Hugo u. 15.,Szemenye,9685,Visa,4556662323936176,198,2/2016,4/28/1983
Zsofika,Vigh,Veres Pálné u. 77.,Tarhos,5641,Visa,4929483577106196,613,10/2017,12/22/1936
Csanád,Gulyás,Erzsébet krt. 93.,Kakucs,2366,MasterCard,5400326604780316,387,8/2019,11/9/1970
Zsofika,Szölösi,Tompa u. 75.,Nagyrábé,4173,MasterCard,5289924821175140,520,4/2018,4/15/1936
Boglárka,Laczkó,Belgrád rkp. 63.,Csipkerek,9836,MasterCard,5560300762560428,944,5/2019,2/4/1934
Ferike,Havasy,Belgrád rkp. 76.,Sé,9791,Visa,4929512285974774,307,4/2018,11/17/1984
Nancsi,Mejer,Síp utca 49.,Üllô,2225,Visa,4916971433939714,392,8/2017,10/12/1981
Emma,Német,Kis Diófa u. 61.,Viszák,9932,Visa,4556009985709139,426,8/2015,3/25/1956
Oszlár,Varga,Munkácsy Mihály út 67.,Vérteskethely,2859,MasterCard,5530395264539539,580,5/2017,11/28/1946
Elizabet,Váradi,Hegedûs Gyula utca 52.,Felsôpetény,2611,MasterCard,5546077870608518,576,2/2019,3/24/1986
Ozsvát,Csordás,Árpád fejedelem útja 32.,Budapest,1148,Visa,4916040268740959,172,4/2019,1/13/1946
Adrienn,Vince,Teréz krt. 9.,Merenye,7981,MasterCard,5300652681387555,681,7/2016,5/26/1949
Irenke,Barabás,Dózsa György út 84.,Miskolc,3525,MasterCard,5575227325414400,991,6/2019,1/7/1984
Milán,Gáspár,Eötvös út 12.,Somogygeszti,7455,MasterCard,5518956615554026,224,5/2016,9/26/1994
Mór,Gulyás,Síp utca 94.,Aszód,2170,Visa,4556687470234331,114,11/2019,1/27/1946
Tardos,Illés,Árpád fejedelem útja 86.,Budapest,1138,MasterCard,5339068960770368,810,11/2016,11/5/1986
Loránd,Boros,Király u. 88.,Rákóczitelep,5903,MasterCard,5560621557578360,383,5/2017,1/11/1941
Károly,Benkö,Hegedûs Gyula utca 19.,Szob,2628,Visa,4539341120251590,834,3/2017,12/23/1950
Koppány,Virág,Wesselényi u. 18.,Völcsej,9462,MasterCard,5168542861251567,301,5/2019,5/12/1970
Szabina,Göröncsér,Hegedûs Gyula utca 93.,Tésa,2635,Visa,4716117605690832,806,5/2018,9/27/1946
Várkony,Tarr,Kis Diófa u. 26.,Kercaszomor,9945,MasterCard,5103318350824489,018,12/2016,11/21/1962
Izsak,Fülöp,Belgrád rkp. 39.,Acsád,9746,Visa,4532302898132286,190,3/2019,8/29/1988
Panna,Pethô,Izabella u. 22.,Oroszi,8458,Visa,4485931162748075,190,11/2018,9/7/1928
Bettina,Szûts,Budaörsi út 52.,Tiszalöj,4450,Visa,4716703741573212,057,12/2016,12/18/1967
Kardos,Szôlôssy,Piroska u. 35.,Kisnyárád,7759,MasterCard,5392284050450696,837,3/2015,9/14/1972
Zsa Zsa,Földessy,Tompa u. 36.,Esztár,4124,MasterCard,5583018178971723,362,6/2015,3/7/1947
Keve,Gyôrfy,Király u. 32.,Kardoskút,5945,MasterCard,5152443961956510,345,7/2019,6/15/1980
Martuska,Bernát,Szent Gellért tér 50.,Királd,3657,MasterCard,5294768349171773,114,1/2019,3/1/1936
Liza,Forgách,Baross tér 76.,Edelény,3753,MasterCard,5308247956656446,183,1/2016,8/4/1992
Agi,Gyarmati,Bécsi utca 79.,Rábaszentmiklós,9133,Visa,4485135295536056,293,3/2016,7/10/1982
Nikoletta,Salai,Kárpát u. 55.,Adásztevel,8561,Visa,4916492333688210,487,11/2016,4/10/1955
Gergo,Márton,Csavargyár u. 44.,Semjénháza,8862,MasterCard,5401616346104323,553,3/2018,12/19/1986
Denes,Barna,Csabai kapu 12.,Budapest,1085,MasterCard,5405157525099477,618,2/2019,10/16/1943
Márió,Lukács,Bécsi utca 89.,Écs,9083,MasterCard,5372975553965288,806,9/2015,11/9/1943
Zsuzsanna,Forgách,Király u. 5.,Tótkomlós,5947,Visa,4716271309786980,980,5/2017,3/5/1930
Boglárka,Antal,Bécsi utca 92.,Dör,9147,Visa,4916664607765268,078,2/2017,10/5/1954
Domokos,Bányay,Victor Hugo u. 63.,Marcalgergelyi,9534,MasterCard,5179466087185176,370,11/2019,1/6/1975
Máté,Csontos,Victor Hugo u. 86.,Hosszúpereszteg,9676,Visa,4485282678149311,450,10/2015,4/9/1969
Upor,Tarr,Nyár utca 98.,Tófej,8946,Visa,4556688832861803,090,7/2016,4/9/1941
Dorottya,Ujvári,Hegedûs Gyula utca 21.,Ôsagárd,2616,Visa,4929787507621896,623,7/2018,4/1/1990
Nikoletta,Lendvay,Tas vezér u. 65.,Alsótengelic,7054,MasterCard,5328362646226264,075,6/2018,6/6/1982
Agoti,Sebök,Baross tér 84.,Alsóvadász,3811,Visa,4485497508646282,050,2/2016,2/3/1978
Ildiko,Taar,Belgrád rkp. 60.,Vép,9751,Visa,4556877120603411,730,3/2016,3/27/1958
Samuka,Ujváry,Bécsi utca 29.,Tápszentmiklós,9094,Visa,4556475526350149,575,10/2017,10/16/1968
Katinka,Bognár,Kis Diófa u. 84.,Magyarszombatfa,9946,Visa,4532068296142108,046,12/2015,12/27/1991
Titusz,Schulteisz,Bécsi utca 49.,Gyôrladamér,9173,Visa,4539905943831182,231,1/2019,5/10/1980
Odon,Thuri,Szilágyi Erzsébet fasor 9.,Alsómocsolád,7345,Visa,4532810453651516,179,4/2015,5/1/1978
Vanessza,Györffi,Belgrád rkp. 74.,Petômihályfa,9821,MasterCard,5453263015782092,872,7/2015,3/18/1951
Luca,Turi,Izabella u. 54.,Dudar,8416,MasterCard,5404319383060949,174,6/2018,5/26/1986
Margo,Havasi,Belgrád rkp. 82.,Püspökmolnári,9776,MasterCard,5149227730759511,685,2/2016,11/4/1937
Ozor,Lôrincz,Kárpát u. 35.,Mihályháza,8513,Visa,4532937287637716,918,2/2018,5/28/1985
Dominika,Kovács,Nyár utca 99.,Zalalövô,8999,Visa,4916570289015940,280,9/2017,7/1/1972
